# NAVER 상품정보제공고시 상품군별 필드 제목. type<TAB>field<TAB>title. 출처: NAVER 커머스API 공개 레퍼런스(v2 채널 상품 조회 스키마), 2026-09-18 추출.
officeAppliances	noRefundReason	제품하자가 아닌 소비자의 단순변심에 따른 청약철회가 불가능한 경우 그 구체적 사유와 근거
officeAppliances	qualityAssuranceStandard	재화 등의 교환ㆍ반품ㆍ보증 조건 및 품질 보증 기준
officeAppliances	compensationProcedure	대금을 환불받기 위한 방법과 환불이 지연될 경우 지연배상금을 지급받을 수 있다는 사실 및 배상금 지급의 구체적인 조건·절차
officeAppliances	troubleShootingContents	소비자피해보상의 처리, 재화 등에 대한 불만 처리 및 소비자와 사업자 사이의 분쟁 처리에 관한 사항
officeAppliances	itemName	품명
officeAppliances	modelName	모델명
officeAppliances	certificationType	KC 인증정보
officeAppliances	ratedVoltage	정격전압
officeAppliances	powerConsumption	소비전력
officeAppliances	energyEfficiencyRating	에너지소비효율등급
officeAppliances	releaseDateText	동일 모델 출시연월 직접 입력
officeAppliances	manufacturer	제조자(사)
officeAppliances	size	크기
officeAppliances	weight	무게
officeAppliances	specification	주요 사양
officeAppliances	warrantyPolicy	품질 보증 기준
officeAppliances	afterServiceDirector	A/S 책임자와 전화번호
opticsAppliances	returnCostReason	제품하자/오배송에 따른 청약철회 조항
opticsAppliances	noRefundReason	제품하자가 아닌 소비자의 단순변심에 따른 청약철회가 불가능한 경우 그 구체적 사유와 근거
opticsAppliances	qualityAssuranceStandard	재화 등의 교환ㆍ반품ㆍ보증 조건 및 품질 보증 기준
opticsAppliances	compensationProcedure	대금을 환불받기 위한 방법과 환불이 지연될 경우 지연배상금을 지급받을 수 있다는 사실 및 배상금 지급의 구체적인 조건·절차
opticsAppliances	troubleShootingContents	소비자피해보상의 처리, 재화 등에 대한 불만 처리 및 소비자와 사업자 사이의 분쟁 처리에 관한 사항
opticsAppliances	itemName	품명
opticsAppliances	modelName	모델명
opticsAppliances	certificationType	KC 인증정보
opticsAppliances	releaseDate	동일 모델의 출시연월
opticsAppliances	releaseDateText	동일 모델 출시연월 직접 입력
opticsAppliances	manufacturer	제조자(사)
opticsAppliances	size	크기
opticsAppliances	weight	무게
opticsAppliances	specification	주요 사양
opticsAppliances	warrantyPolicy	품질 보증 기준
opticsAppliances	afterServiceDirector	A/S 책임자와 전화번호
microElectronics	returnCostReason	제품하자/오배송에 따른 청약철회 조항
microElectronics	noRefundReason	제품하자가 아닌 소비자의 단순변심에 따른 청약철회가 불가능한 경우 그 구체적 사유와 근거
microElectronics	qualityAssuranceStandard	재화 등의 교환ㆍ반품ㆍ보증 조건 및 품질 보증 기준
microElectronics	compensationProcedure	대금을 환불받기 위한 방법과 환불이 지연될 경우 지연배상금을 지급받을 수 있다는 사실 및 배상금 지급의 구체적인 조건·절차
microElectronics	troubleShootingContents	소비자피해보상의 처리, 재화 등에 대한 불만 처리 및 소비자와 사업자 사이의 분쟁 처리에 관한 사항
microElectronics	itemName	품명
microElectronics	modelName	모델명
microElectronics	certificationType	KC 인증정보
microElectronics	ratedVoltage	정격전압
microElectronics	powerConsumption	소비전력
microElectronics	releaseDate	출시연월
microElectronics	releaseDateText	동일 모델 출시연월 직접 입력
microElectronics	manufacturer	제조자(사)
microElectronics	size	크기
microElectronics	weight	무게
microElectronics	specification	주요 사양
microElectronics	warrantyPolicy	품질 보증 기준
microElectronics	afterServiceDirector	A/S 책임자와 전화번호
navigation	returnCostReason	제품하자/오배송에 따른 청약철회 조항
navigation	noRefundReason	제품하자가 아닌 소비자의 단순변심에 따른 청약철회가 불가능한 경우 그 구체적 사유와 근거
navigation	qualityAssuranceStandard	재화 등의 교환ㆍ반품ㆍ보증 조건 및 품질 보증 기준
navigation	compensationProcedure	대금을 환불받기 위한 방법과 환불이 지연될 경우 지연배상금을 지급받을 수 있다는 사실 및 배상금 지급의 구체적인 조건·절차
navigation	troubleShootingContents	소비자피해보상의 처리, 재화 등에 대한 불만 처리 및 소비자와 사업자 사이의 분쟁 처리에 관한 사항
navigation	itemName	품명
navigation	modelName	모델명
navigation	certificationType	KC 인증정보
navigation	ratedVoltage	정격전압
navigation	powerConsumption	소비전력
navigation	releaseDate	동일 모델의 출시연월
navigation	releaseDateText	동일 모델 출시연월 직접 입력
navigation	manufacturer	제조자(사)
navigation	size	크기
navigation	weight	무게
navigation	specification	주요 사양
navigation	updateCost	맵 업데이트 비용
navigation	freeCostPeriod	무상 기간
navigation	warrantyPolicy	품질 보증 기준
navigation	afterServiceDirector	A/S 책임자와 전화번호
carArticles	returnCostReason	제품하자/오배송에 따른 청약철회 조항
carArticles	noRefundReason	제품하자가 아닌 소비자의 단순변심에 따른 청약철회가 불가능한 경우 그 구체적 사유와 근거
carArticles	qualityAssuranceStandard	재화 등의 교환ㆍ반품ㆍ보증 조건 및 품질 보증 기준
carArticles	compensationProcedure	대금을 환불받기 위한 방법과 환불이 지연될 경우 지연배상금을 지급받을 수 있다는 사실 및 배상금 지급의 구체적인 조건·절차
carArticles	troubleShootingContents	소비자피해보상의 처리, 재화 등에 대한 불만 처리 및 소비자와 사업자 사이의 분쟁 처리에 관한 사항
carArticles	itemName	품명
carArticles	modelName	모델명
carArticles	releaseDate	동일 모델 출시연월
carArticles	releaseDateText	동일 모델 출시연월 직접 입력
carArticles	certificationType	KC 인증정보
carArticles	caution	제품 사용으로 인한 위험 및 유의사항
carArticles	manufacturer	제조자
carArticles	size	크기
carArticles	applyModel	적용 차종
carArticles	warrantyPolicy	품질 보증 기준
carArticles	roadWorthyCertification	검사합격증 번호
carArticles	afterServiceDirector	A/S 책임자와 전화번호
medicalAppliances	returnCostReason	제품하자/오배송에 따른 청약철회 조항
medicalAppliances	noRefundReason	제품하자가 아닌 소비자의 단순변심에 따른 청약철회가 불가능한 경우 그 구체적 사유와 근거
medicalAppliances	qualityAssuranceStandard	재화 등의 교환ㆍ반품ㆍ보증 조건 및 품질 보증 기준
medicalAppliances	compensationProcedure	대금을 환불받기 위한 방법과 환불이 지연될 경우 지연배상금을 지급받을 수 있다는 사실 및 배상금 지급의 구체적인 조건·절차
medicalAppliances	troubleShootingContents	소비자피해보상의 처리, 재화 등에 대한 불만 처리 및 소비자와 사업자 사이의 분쟁 처리에 관한 사항
medicalAppliances	itemName	품명
medicalAppliances	modelName	모델명
medicalAppliances	licenceNo	허가·인증·신고번호
medicalAppliances	advertisingCertificationType	광고사전심의 필 유무
medicalAppliances	ratedVoltage	정격전압
medicalAppliances	powerConsumption	소비전력
medicalAppliances	releaseDate	출시연월
medicalAppliances	releaseDateText	동일 모델 출시연월 직접 입력
medicalAppliances	manufacturer	제조자(사)
medicalAppliances	purpose	제품의 사용 목적
medicalAppliances	usage	사용 방법
medicalAppliances	caution	취급 시 주의사항
medicalAppliances	warrantyPolicy	품질 보증 기준
medicalAppliances	afterServiceDirector	A/S 책임자와 전화번호
kitchenUtensils	returnCostReason	제품하자/오배송에 따른 청약철회 조항
kitchenUtensils	noRefundReason	제품하자가 아닌 소비자의 단순변심에 따른 청약철회가 불가능한 경우 그 구체적 사유와 근거
kitchenUtensils	qualityAssuranceStandard	재화 등의 교환ㆍ반품ㆍ보증 조건 및 품질 보증 기준
kitchenUtensils	compensationProcedure	대금을 환불받기 위한 방법과 환불이 지연될 경우 지연배상금을 지급받을 수 있다는 사실 및 배상금 지급의 구체적인 조건·절차
kitchenUtensils	troubleShootingContents	소비자피해보상의 처리, 재화 등에 대한 불만 처리 및 소비자와 사업자 사이의 분쟁 처리에 관한 사항
kitchenUtensils	itemName	품명
kitchenUtensils	modelName	모델명
kitchenUtensils	material	재질
kitchenUtensils	component	구성품
kitchenUtensils	size	크기
kitchenUtensils	releaseDate	출시연월
kitchenUtensils	releaseDateText	동일 모델 출시연월 직접 입력
kitchenUtensils	manufacturer	제조자(사)
kitchenUtensils	producer	제조국
kitchenUtensils	warrantyPolicy	품질 보증 기준
kitchenUtensils	afterServiceDirector	A/S 책임자와 전화번호
cosmetic	returnCostReason	제품하자/오배송에 따른 청약철회 조항
cosmetic	noRefundReason	제품하자가 아닌 소비자의 단순변심에 따른 청약철회가 불가능한 경우 그 구체적 사유와 근거
cosmetic	qualityAssuranceStandard	재화 등의 교환ㆍ반품ㆍ보증 조건 및 품질 보증 기준
cosmetic	compensationProcedure	대금을 환불받기 위한 방법과 환불이 지연될 경우 지연배상금을 지급받을 수 있다는 사실 및 배상금 지급의 구체적인 조건·절차
cosmetic	troubleShootingContents	소비자피해보상의 처리, 재화 등에 대한 불만 처리 및 소비자와 사업자 사이의 분쟁 처리에 관한 사항
cosmetic	capacity	내용물의 용량 및 중량
cosmetic	specification	제품 주요 사양
cosmetic	expirationDate	사용기한 또는 개봉 후 사용기간
cosmetic	expirationDateText	사용기한 또는 개봉 후 사용기간 직접 입력
cosmetic	usage	사용 방법
cosmetic	manufacturer	화장품 제조업자
cosmetic	producer	제조국
cosmetic	distributor	화장품책임판매업자
cosmetic	customizedDistributor	맞춤형 화장품판매업자
cosmetic	mainIngredient	｢화장품법｣에 따라 기재ㆍ표시하여야 하는 모든 성분
cosmetic	certificationType	｢화장품법｣에 따른 기능성 화장품(미백, 주름개선, 자외선 차단제품 등)의 경우
cosmetic	caution	사용할 때의 주의사항
cosmetic	warrantyPolicy	품질 보증 기준
cosmetic	customerServicePhoneNumber	소비자 상담 관련 전화번호
jewellery	returnCostReason	제품하자/오배송에 따른 청약철회 조항
jewellery	noRefundReason	제품하자가 아닌 소비자의 단순변심에 따른 청약철회가 불가능한 경우 그 구체적 사유와 근거
jewellery	qualityAssuranceStandard	재화 등의 교환ㆍ반품ㆍ보증 조건 및 품질 보증 기준
jewellery	compensationProcedure	대금을 환불받기 위한 방법과 환불이 지연될 경우 지연배상금을 지급받을 수 있다는 사실 및 배상금 지급의 구체적인 조건·절차
jewellery	troubleShootingContents	소비자피해보상의 처리, 재화 등에 대한 불만 처리 및 소비자와 사업자 사이의 분쟁 처리에 관한 사항
jewellery	material	소재
jewellery	purity	순도
jewellery	bandMaterial	밴드 재질
jewellery	weight	중량
jewellery	manufacturer	제조자(사)
jewellery	producer	제조국(원산지, 가공지 등이 다를 경우)
jewellery	size	치수
jewellery	caution	착용 시 주의사항
jewellery	specification	주요 사양
jewellery	provideWarranty	보증서 제공 여부
jewellery	warrantyPolicy	품질 보증 기준
jewellery	afterServiceDirector	A/S 책임자와 전화번호
food	returnCostReason	제품하자/오배송에 따른 청약철회 조항
food	noRefundReason	제품하자가 아닌 소비자의 단순변심에 따른 청약철회가 불가능한 경우 그 구체적 사유와 근거
food	qualityAssuranceStandard	재화 등의 교환ㆍ반품ㆍ보증 조건 및 품질 보증 기준
food	compensationProcedure	대금을 환불받기 위한 방법과 환불이 지연될 경우 지연배상금을 지급받을 수 있다는 사실 및 배상금 지급의 구체적인 조건·절차
food	troubleShootingContents	소비자피해보상의 처리, 재화 등에 대한 불만 처리 및 소비자와 사업자 사이의 분쟁 처리에 관한 사항
food	foodItem	품목 또는 명칭
food	weight	포장 단위별 용량(중량), 수량, 크기
food	amount	포장 단위별 수량
food	size	포장 단위별 크기
food	packDate	제조연월일
food	packDateText	제조연월일 직접 입력
food	expirationDate	유통기한
food	expirationDateText	유통기한 직접 입력
food	consumptionDate	소비기한 또는 품질유지기한
food	consumptionDateText	소비기한 또는 품질유지기한 직접 입력
food	producer	생산자
food	relevantLawContent	세부 품목군별 표시사항
food	productComposition	상품 구성
food	keep	보관 방법 또는 취급 방법
food	adCaution	소비자 안전을 위한 주의사항
food	customerServicePhoneNumber	소비자 상담 관련 전화번호
generalFood	returnCostReason	제품하자/오배송에 따른 청약철회 조항
generalFood	noRefundReason	제품하자가 아닌 소비자의 단순변심에 따른 청약철회가 불가능한 경우 그 구체적 사유와 근거
generalFood	qualityAssuranceStandard	재화 등의 교환ㆍ반품ㆍ보증 조건 및 품질 보증 기준
generalFood	compensationProcedure	대금을 환불받기 위한 방법과 환불이 지연될 경우 지연배상금을 지급받을 수 있다는 사실 및 배상금 지급의 구체적인 조건·절차
generalFood	troubleShootingContents	소비자피해보상의 처리, 재화 등에 대한 불만 처리 및 소비자와 사업자 사이의 분쟁 처리에 관한 사항
generalFood	productName	제품명
generalFood	foodType	식품의 유형
generalFood	producer	생산자
generalFood	location	소재지
generalFood	packDate	제조연월일
generalFood	packDateText	제조연월일 직접 입력
generalFood	expirationDate	유통기한
generalFood	expirationDateText	유통기한 직접 입력
generalFood	consumptionDate	소비기한 또는 품질유지기한
generalFood	consumptionDateText	소비기한 또는 품질유지기한 직접 입력
generalFood	weight	포장 단위별 내용물의 용량(중량), 수량
generalFood	amount	포장 단위별 수량
generalFood	ingredients	원재료명(｢농수산물의 원산지 표시 등에 관한 법률｣에 따른 원산지 표시 포함) 및 함량
generalFood	nutritionFacts	영양 성분
generalFood	consumerSafetyCaution	소비자안전을 위한 주의사항
generalFood	customerServicePhoneNumber	소비자 상담 관련 전화번호
dietFood	returnCostReason	제품하자/오배송에 따른 청약철회 조항
dietFood	noRefundReason	제품하자가 아닌 소비자의 단순변심에 따른 청약철회가 불가능한 경우 그 구체적 사유와 근거
dietFood	qualityAssuranceStandard	재화 등의 교환ㆍ반품ㆍ보증 조건 및 품질 보증 기준
dietFood	compensationProcedure	대금을 환불받기 위한 방법과 환불이 지연될 경우 지연배상금을 지급받을 수 있다는 사실 및 배상금 지급의 구체적인 조건·절차
dietFood	troubleShootingContents	소비자피해보상의 처리, 재화 등에 대한 불만 처리 및 소비자와 사업자 사이의 분쟁 처리에 관한 사항
dietFood	productName	제품명
dietFood	producer	제조업소
dietFood	location	소재지
dietFood	expirationDate	유통기한
dietFood	expirationDateText	유통기한 직접 입력
dietFood	consumptionDate	소비기한
dietFood	consumptionDateText	소비기한 직접 입력
dietFood	storageMethod	보관방법
dietFood	weight	포장 단위별 내용물의 용량(중량), 수량
dietFood	amount	포장 단위별 수량
dietFood	ingredients	원료명 및 함량
dietFood	nutritionFacts	영양 정보
dietFood	specification	기능 정보
dietFood	cautionAndSideEffect	섭취량, 섭취 방법 및 섭취 시 주의사항
dietFood	nonMedicinalUsesMessage	질병의 예방 및 치료를 위한 의약품이 아니라는 내용의 문구
dietFood	consumerSafetyCaution	소비자안전을 위한 주의사항
dietFood	customerServicePhoneNumber	소비자 상담 관련 전화번호
kids	returnCostReason	제품하자/오배송에 따른 청약철회 조항
kids	noRefundReason	제품하자가 아닌 소비자의 단순변심에 따른 청약철회가 불가능한 경우 그 구체적 사유와 근거
kids	qualityAssuranceStandard	재화 등의 교환ㆍ반품ㆍ보증 조건 및 품질 보증 기준
kids	compensationProcedure	대금을 환불받기 위한 방법과 환불이 지연될 경우 지연배상금을 지급받을 수 있다는 사실 및 배상금 지급의 구체적인 조건·절차
kids	troubleShootingContents	소비자피해보상의 처리, 재화 등에 대한 불만 처리 및 소비자와 사업자 사이의 분쟁 처리에 관한 사항
kids	itemName	품명
kids	modelName	모델명
kids	certificationType	KC 인증정보
kids	size	크기
kids	weight	중량
kids	color	색상
kids	material	재질
kids	recommendedAge	사용 연령 또는 권장 사용 연령
kids	releaseDate	동일 모델의 출시연월
kids	releaseDateText	동일 모델 출시연월 직접 입력
kids	manufacturer	제조자(사)
kids	caution	취급방법 및 취급 시 주의사항, 안전표시(주의, 경고 등)
kids	warrantyPolicy	품질 보증 기준
kids	afterServiceDirector	A/S 책임자와 전화번호
kids	numberLimit	크기·체중의 한계
musicalInstrument	returnCostReason	제품하자/오배송에 따른 청약철회 조항
musicalInstrument	noRefundReason	제품하자가 아닌 소비자의 단순변심에 따른 청약철회가 불가능한 경우 그 구체적 사유와 근거
musicalInstrument	qualityAssuranceStandard	재화 등의 교환ㆍ반품ㆍ보증 조건 및 품질 보증 기준
musicalInstrument	compensationProcedure	대금을 환불받기 위한 방법과 환불이 지연될 경우 지연배상금을 지급받을 수 있다는 사실 및 배상금 지급의 구체적인 조건·절차
musicalInstrument	troubleShootingContents	소비자피해보상의 처리, 재화 등에 대한 불만 처리 및 소비자와 사업자 사이의 분쟁 처리에 관한 사항
musicalInstrument	itemName	품명
musicalInstrument	modelName	모델명
musicalInstrument	size	크기
musicalInstrument	color	색상
musicalInstrument	material	재질
musicalInstrument	components	제품 구성
musicalInstrument	releaseDate	동일 모델의 출시연월
musicalInstrument	releaseDateText	동일 모델 출시연월 직접 입력
musicalInstrument	manufacturer	제조자(사)
musicalInstrument	detailContent	상품별 세부 사양
musicalInstrument	warrantyPolicy	품질 보증 기준
musicalInstrument	afterServiceDirector	A/S 책임자와 전화번호
sportsEquipment	returnCostReason	제품하자/오배송에 따른 청약철회 조항
sportsEquipment	noRefundReason	제품하자가 아닌 소비자의 단순변심에 따른 청약철회가 불가능한 경우 그 구체적 사유와 근거
sportsEquipment	qualityAssuranceStandard	재화 등의 교환ㆍ반품ㆍ보증 조건 및 품질 보증 기준
sportsEquipment	compensationProcedure	대금을 환불받기 위한 방법과 환불이 지연될 경우 지연배상금을 지급받을 수 있다는 사실 및 배상금 지급의 구체적인 조건·절차
sportsEquipment	troubleShootingContents	소비자피해보상의 처리, 재화 등에 대한 불만 처리 및 소비자와 사업자 사이의 분쟁 처리에 관한 사항
sportsEquipment	itemName	품명
sportsEquipment	modelName	모델명
sportsEquipment	certificationType	KC 인증정보
sportsEquipment	size	크기
sportsEquipment	weight	중량
sportsEquipment	color	색상
sportsEquipment	material	재질
sportsEquipment	components	제품 구성
sportsEquipment	releaseDateText	동일 모델 출시연월 직접 입력
sportsEquipment	manufacturer	제조자(사)
sportsEquipment	detailContent	상품별 세부 사양
sportsEquipment	warrantyPolicy	품질 보증 기준
sportsEquipment	afterServiceDirector	A/S 책임자와 전화번호
books	returnCostReason	제품하자/오배송에 따른 청약철회 조항
books	noRefundReason	제품하자가 아닌 소비자의 단순변심에 따른 청약철회가 불가능한 경우 그 구체적 사유와 근거
books	qualityAssuranceStandard	재화 등의 교환ㆍ반품ㆍ보증 조건 및 품질 보증 기준
books	compensationProcedure	대금을 환불받기 위한 방법과 환불이 지연될 경우 지연배상금을 지급받을 수 있다는 사실 및 배상금 지급의 구체적인 조건·절차
books	troubleShootingContents	소비자피해보상의 처리, 재화 등에 대한 불만 처리 및 소비자와 사업자 사이의 분쟁 처리에 관한 사항
books	title	도서명
books	author	저자
books	publisher	출판사
books	size	크기
books	pages	쪽수
books	components	제품 구성(전집 또는 세트일 경우 낱권 구성, CD 등)
books	publishDate	발행일
books	publishDateText	발행일 직접 입력
books	description	목차 또는 책 소개
rentalEtc	returnCostReason	제품하자/오배송에 따른 청약철회 조항
